rank,employer_id,sektor,wilayah,skala,status_A,score_A,status_B,score_B,status_C,score_C,coverage,composite_score,max_module_score,n_flags,band,summary
858,EMP-0735,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
859,EMP-0737,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
860,EMP-0739,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
861,EMP-0740,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
862,EMP-0741,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
863,EMP-0743,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
864,EMP-0745,Teknologi & Digital,Jawa Barat,Kecil,EXPLAINED_BY_RESIGN,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
865,EMP-0746,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
866,EMP-0747,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
867,EMP-0748,Teknologi & Digital,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
868,EMP-0750,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
869,EMP-0751,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
870,EMP-0753,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
871,EMP-0754,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
872,EMP-0755,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
873,EMP-0756,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
874,EMP-0757,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
875,EMP-0758,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
876,EMP-0759,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
877,EMP-0760,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
878,EMP-0761,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
879,EMP-0762,Teknologi & Digital,Jawa Timur,Menengah,INSUFFICIENT_DATA,,INSUFFICIENT_DATA,,NORMAL,0.0,1,0.0,0.0,0,Rendah,Tidak ada indikasi di 1 modul yang dinilai.
880,EMP-0764,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
881,EMP-0766,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
882,EMP-0767,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
883,EMP-0769,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
884,EMP-0770,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
885,EMP-0771,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
886,EMP-0772,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
887,EMP-0773,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
888,EMP-0774,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
889,EMP-0775,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
890,EMP-0776,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
891,EMP-0777,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
892,EMP-0778,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
893,EMP-0779,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
894,EMP-0780,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
895,EMP-0781,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
896,EMP-0782,Teknologi & Digital,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
897,EMP-0783,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
898,EMP-0784,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
899,EMP-0786,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
900,EMP-0788,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
901,EMP-0789,Teknologi & Digital,Sumatera Utara,Besar,INSUFFICIENT_DATA,,INSUFFICIENT_DATA,,NORMAL,0.0,1,0.0,0.0,0,Rendah,Tidak ada indikasi di 1 modul yang dinilai.
902,EMP-0790,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
903,EMP-0791,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
904,EMP-0792,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
905,EMP-0793,Teknologi & Digital,Sumatera Utara,Besar,INSUFFICIENT_DATA,,INSUFFICIENT_DATA,,NORMAL,0.0,1,0.0,0.0,0,Rendah,Tidak ada indikasi di 1 modul yang dinilai.
906,EMP-0795,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
907,EMP-0798,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
908,EMP-0800,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
909,EMP-0802,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
910,EMP-0803,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
911,EMP-0804,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
912,EMP-0805,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
913,EMP-0807,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
914,EMP-0808,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
915,EMP-0809,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
916,EMP-0810,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
917,EMP-0811,Teknologi & Digital,Sumatera Utara,Besar,INSUFFICIENT_DATA,,INSUFFICIENT_DATA,,NORMAL,0.0,1,0.0,0.0,0,Rendah,Tidak ada indikasi di 1 modul yang dinilai.
918,EMP-0813,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
919,EMP-0814,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
920,EMP-0815,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
921,EMP-0816,Teknologi & Digital,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
922,EMP-0819,Teknologi & Digital,Sulawesi Selatan,Kecil,EXPLAINED_BY_RESIGN,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
923,EMP-0820,Teknologi & Digital,Sulawesi Selatan,Kecil,EXPLAINED_BY_RESIGN,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
924,EMP-0822,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
925,EMP-0824,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
926,EMP-0825,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
927,EMP-0827,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
928,EMP-0828,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
929,EMP-0831,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
930,EMP-0832,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
931,EMP-0833,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
932,EMP-0834,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
933,EMP-0835,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
934,EMP-0837,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
935,EMP-0839,Teknologi & Digital,Sulawesi Selatan,Kecil,INSUFFICIENT_DATA,,INSUFFICIENT_DATA,,NORMAL,0.0,1,0.0,0.0,0,Rendah,Tidak ada indikasi di 1 modul yang dinilai.
936,EMP-0842,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
937,EMP-0845,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
938,EMP-0847,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
939,EMP-0848,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
940,EMP-0849,Teknologi & Digital,Sulawesi Selatan,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
941,EMP-0852,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
942,EMP-0855,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
943,EMP-0859,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
944,EMP-0862,Perkebunan & Agribisnis,DKI Jakarta,Menengah,INSUFFICIENT_DATA,,INSUFFICIENT_DATA,,NORMAL,0.0,1,0.0,0.0,0,Rendah,Tidak ada indikasi di 1 modul yang dinilai.
945,EMP-0864,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
946,EMP-0865,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
947,EMP-0866,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
948,EMP-0871,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
949,EMP-0872,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
950,EMP-0875,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
951,EMP-0876,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
952,EMP-0878,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
953,EMP-0880,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
954,EMP-0881,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
955,EMP-0885,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
956,EMP-0886,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
957,EMP-0888,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
958,EMP-0889,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
959,EMP-0890,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
960,EMP-0891,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
961,EMP-0892,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
962,EMP-0894,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
963,EMP-0897,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
964,EMP-0898,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
965,EMP-0899,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
966,EMP-0900,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
967,EMP-0901,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
968,EMP-0902,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
969,EMP-0903,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
970,EMP-0904,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
971,EMP-0905,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
972,EMP-0906,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
973,EMP-0907,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
974,EMP-0908,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
975,EMP-0909,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
976,EMP-0910,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
977,EMP-0912,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
978,EMP-0913,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
979,EMP-0914,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
980,EMP-0916,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
981,EMP-0918,Perkebunan & Agribisnis,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
982,EMP-0920,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
983,EMP-0923,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
